index,participant_index,age,gender,trial_number,expectedness,comfortable,propensity,image_set,image_set_repeat,noisiness,oddity,quadrant,c_expect,c_comfrt,c_prpnst,c_noise,c_oddity,c_oddnse
800,25,62,"Male",32,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",5,2,"1 - High","1 - Present",4,5,2,1,1,1,1
801,26,27,"Female",1,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",12,1,"0 - Low","1 - Present",3,5,4,1,0,1,0
802,26,27,"Female",2,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",14,1,"1 - High","1 - Present",4,4,4,1,1,1,1
803,26,27,"Female",3,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",2,1,"0 - Low","0 - None",1,1,1,1,0,0,0
804,26,27,"Female",4,"5 - Very Unexpected","3 - Yes, but would not be feel nice","1 - cautious",3,1,"1 - High","1 - Present",4,5,3,1,1,1,1
805,26,27,"Female",5,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",7,1,"0 - Low","1 - Present",3,4,2,1,0,1,0
806,26,27,"Female",6,"3 - Indifferent / Can't Decide","1 - Absolutely Yes","1 - cautious",13,1,"0 - Low","1 - Present",3,3,1,1,0,1,0
807,26,27,"Female",7,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",12,2,"1 - High","1 - Present",4,5,4,1,1,1,1
808,26,27,"Female",8,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",4,1,"1 - High","1 - Present",4,4,2,1,1,1,1
809,26,27,"Female",9,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",11,1,"1 - High","0 - None",2,2,2,1,1,0,0
810,26,27,"Female",10,"2 - Somewhat Expected","1 - Absolutely Yes","1 - cautious",11,2,"0 - Low","0 - None",1,2,1,1,0,0,0
811,26,27,"Female",11,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",5,1,"1 - High","0 - None",2,1,2,1,1,0,0
812,26,27,"Female",12,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",10,1,"0 - Low","0 - None",1,1,1,1,0,0,0
813,26,27,"Female",13,"2 - Somewhat Expected","1 - Absolutely Yes","1 - cautious",8,1,"0 - Low","1 - Present",3,2,1,1,0,1,0
814,26,27,"Female",14,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",4,2,"0 - Low","1 - Present",3,4,2,1,0,1,0
815,26,27,"Female",15,"2 - Somewhat Expected","1 - Absolutely Yes","1 - cautious",9,1,"0 - Low","0 - None",1,2,1,1,0,0,0
816,26,27,"Female",16,"3 - Indifferent / Can't Decide","3 - Yes, but would not be feel nice","1 - cautious",15,1,"0 - Low","1 - Present",3,3,3,1,0,1,0
817,26,27,"Female",17,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",8,2,"1 - High","0 - None",2,1,1,1,1,0,0
818,26,27,"Female",18,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",7,2,"1 - High","0 - None",2,1,2,1,1,0,0
819,26,27,"Female",19,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","1 - cautious",1,1,"1 - High","0 - None",2,1,2,1,1,0,0
820,26,27,"Female",20,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",6,1,"1 - High","1 - Present",4,5,4,1,1,1,1
821,26,27,"Female",21,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",5,2,"0 - Low","0 - None",1,1,1,1,0,0,0
822,26,27,"Female",22,"2 - Somewhat Expected","1 - Absolutely Yes","1 - cautious",9,2,"1 - High","0 - None",2,2,1,1,1,0,0
823,26,27,"Female",23,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",13,2,"0 - Low","0 - None",1,1,1,1,0,0,0
824,26,27,"Female",24,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",16,1,"0 - Low","1 - Present",3,4,2,1,0,1,0
825,26,27,"Female",25,"5 - Very Unexpected","3 - Yes, but would not be feel nice","1 - cautious",2,2,"1 - High","1 - Present",4,5,3,1,1,1,1
826,26,27,"Female",26,"4 - Somewhat Unexpected","4 - Certainly Not","1 - cautious",14,2,"0 - Low","0 - None",1,4,4,1,0,0,0
827,26,27,"Female",27,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","1 - cautious",16,2,"1 - High","0 - None",2,4,3,1,1,0,0
828,26,27,"Female",28,"1 - Completely Expected","1 - Absolutely Yes","1 - cautious",10,2,"0 - Low","0 - None",1,1,1,1,0,0,0
829,26,27,"Female",29,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",3,2,"1 - High","1 - Present",4,5,4,1,1,1,1
830,26,27,"Female",30,"1 - Completely Expected","3 - Yes, but would not be feel nice","1 - cautious",15,2,"1 - High","0 - None",2,1,3,1,1,0,0
831,26,27,"Female",31,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","1 - cautious",1,2,"0 - Low","1 - Present",3,4,2,1,0,1,0
832,26,27,"Female",32,"5 - Very Unexpected","4 - Certainly Not","1 - cautious",6,2,"1 - High","1 - Present",4,5,4,1,1,1,1
833,27,25,"Male",1,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",3,1,"0 - Low","1 - Present",3,5,1,0,0,1,0
834,27,25,"Male",2,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",16,1,"1 - High","1 - Present",4,4,1,0,1,1,1
835,27,25,"Male",3,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",14,1,"1 - High","1 - Present",4,5,1,0,1,1,1
836,27,25,"Male",4,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",10,1,"1 - High","0 - None",2,1,1,0,1,0,0
837,27,25,"Male",5,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",3,2,"0 - Low","0 - None",1,1,1,0,0,0,0
838,27,25,"Male",6,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",7,1,"1 - High","0 - None",2,1,1,0,1,0,0
839,27,25,"Male",7,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",16,2,"0 - Low","0 - None",1,1,1,0,0,0,0
840,27,25,"Male",8,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",6,1,"0 - Low","1 - Present",3,4,1,0,0,1,0
841,27,25,"Male",9,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",6,2,"0 - Low","1 - Present",3,4,1,0,0,1,0
842,27,25,"Male",10,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",4,1,"1 - High","1 - Present",4,5,1,0,1,1,1
843,27,25,"Male",11,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",4,2,"1 - High","1 - Present",4,5,1,0,1,1,1
844,27,25,"Male",12,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,1,"0 - Low","0 - None",1,1,1,0,0,0,0
845,27,25,"Male",13,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",12,1,"1 - High","1 - Present",4,5,1,0,1,1,1
846,27,25,"Male",14,"4 - Somewhat Unexpected","4 - Certainly Not","0 - adventurous",15,1,"0 - Low","1 - Present",3,4,4,0,0,1,0
847,27,25,"Male",15,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",8,1,"1 - High","1 - Present",4,5,1,0,1,1,1
848,27,25,"Male",16,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",1,1,"1 - High","0 - None",2,1,1,0,1,0,0
849,27,25,"Male",17,"2 - Somewhat Expected","3 - Yes, but would not be feel nice","0 - adventurous",11,1,"1 - High","0 - None",2,2,3,0,1,0,0
850,27,25,"Male",18,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,2,"0 - Low","0 - None",1,1,1,0,0,0,0
851,27,25,"Male",19,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",7,2,"1 - High","0 - None",2,1,1,0,1,0,0
852,27,25,"Male",20,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",1,2,"1 - High","0 - None",2,1,1,0,1,0,0
853,27,25,"Male",21,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",8,2,"0 - Low","0 - None",1,2,1,0,0,0,0
854,27,25,"Male",22,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",12,2,"0 - Low","0 - None",1,1,1,0,0,0,0
855,27,25,"Male",23,"4 - Somewhat Unexpected","4 - Certainly Not","0 - adventurous",15,2,"0 - Low","1 - Present",3,4,4,0,0,1,0
856,27,25,"Male",24,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",5,1,"0 - Low","1 - Present",3,5,1,0,0,1,0
857,27,25,"Male",25,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",2,1,"0 - Low","1 - Present",3,5,1,0,0,1,0
858,27,25,"Male",26,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",9,1,"1 - High","1 - Present",4,5,1,0,1,1,1
859,27,25,"Male",27,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",5,2,"1 - High","0 - None",2,5,3,0,1,0,0
860,27,25,"Male",28,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",10,2,"0 - Low","1 - Present",3,5,1,0,0,1,0
861,27,25,"Male",29,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",9,2,"0 - Low","0 - None",1,1,1,0,0,0,0
862,27,25,"Male",30,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",2,2,"1 - High","1 - Present",4,5,1,0,1,1,1
863,27,25,"Male",31,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",11,2,"0 - Low","0 - None",1,2,1,0,0,0,0
864,27,25,"Male",32,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,2,"1 - High","0 - None",2,1,2,0,1,0,0
865,28,53,"Male",1,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",9,1,"0 - Low","1 - Present",3,4,2,0,0,1,0
866,28,53,"Male",2,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",10,1,"0 - Low","1 - Present",3,4,2,0,0,1,0
867,28,53,"Male",3,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",11,1,"1 - High","1 - Present",4,5,2,0,1,1,1
868,28,53,"Male",4,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",7,1,"0 - Low","1 - Present",3,4,2,0,0,1,0
869,28,53,"Male",5,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",6,1,"0 - Low","0 - None",1,1,1,0,0,0,0
870,28,53,"Male",6,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",3,1,"1 - High","0 - None",2,1,1,0,1,0,0
871,28,53,"Male",7,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",1,1,"0 - Low","1 - Present",3,4,1,0,0,1,0
872,28,53,"Male",8,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",11,2,"0 - Low","0 - None",1,1,1,0,0,0,0
873,28,53,"Male",9,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",6,2,"1 - High","0 - None",2,1,2,0,1,0,0
874,28,53,"Male",10,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",15,1,"1 - High","1 - Present",4,5,3,0,1,1,1
875,28,53,"Male",11,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",8,1,"1 - High","0 - None",2,1,2,0,1,0,0
876,28,53,"Male",12,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",12,1,"0 - Low","0 - None",1,1,1,0,0,0,0
877,28,53,"Male",13,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,1,"0 - Low","0 - None",1,1,1,0,0,0,0
878,28,53,"Male",14,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",8,2,"1 - High","1 - Present",4,4,1,0,1,1,1
879,28,53,"Male",15,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",10,2,"0 - Low","1 - Present",3,4,1,0,0,1,0
880,28,53,"Male",16,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,1,"1 - High","1 - Present",4,4,2,0,1,1,1
881,28,53,"Male",17,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",5,1,"0 - Low","0 - None",1,1,1,0,0,0,0
882,28,53,"Male",18,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,2,"1 - High","0 - None",2,1,1,0,1,0,0
883,28,53,"Male",19,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",15,2,"0 - Low","1 - Present",3,4,1,0,0,1,0
884,28,53,"Male",20,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",9,2,"0 - Low","1 - Present",3,4,1,0,0,1,0
885,28,53,"Male",21,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",16,1,"1 - High","0 - None",2,1,1,0,1,0,0
886,28,53,"Male",22,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",4,1,"0 - Low","1 - Present",3,4,1,0,0,1,0
887,28,53,"Male",23,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",5,2,"1 - High","0 - None",2,1,2,0,1,0,0
888,28,53,"Male",24,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,2,"0 - Low","0 - None",1,1,2,0,0,0,0
889,28,53,"Male",25,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",2,1,"1 - High","1 - Present",4,5,2,0,1,1,1
890,28,53,"Male",26,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",3,2,"1 - High","1 - Present",4,5,2,0,1,1,1
891,28,53,"Male",27,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",16,2,"1 - High","0 - None",2,1,1,0,1,0,0
892,28,53,"Male",28,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",1,2,"0 - Low","0 - None",1,1,1,0,0,0,0
893,28,53,"Male",29,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",2,2,"1 - High","0 - None",2,1,2,0,1,0,0
894,28,53,"Male",30,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",4,2,"1 - High","1 - Present",4,4,1,0,1,1,1
895,28,53,"Male",31,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",12,2,"1 - High","1 - Present",4,5,2,0,1,1,1
896,28,53,"Male",32,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",7,2,"0 - Low","0 - None",1,1,2,0,0,0,0
897,29,38,"Female",1,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",7,1,"1 - High","1 - Present",4,4,2,0,1,1,1
898,29,38,"Female",2,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",2,1,"0 - Low","1 - Present",3,4,2,0,0,1,0
899,29,38,"Female",3,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,1,"0 - Low","0 - None",1,1,1,0,0,0,0
900,29,38,"Female",4,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",9,1,"1 - High","1 - Present",4,5,4,0,1,1,1
901,29,38,"Female",5,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",11,1,"0 - Low","0 - None",1,5,4,0,0,0,0
902,29,38,"Female",6,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",11,2,"0 - Low","0 - None",1,5,4,0,0,0,0
903,29,38,"Female",7,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",15,1,"0 - Low","1 - Present",3,5,4,0,0,1,0
904,29,38,"Female",8,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",10,1,"1 - High","0 - None",2,1,2,0,1,0,0
905,29,38,"Female",9,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",10,2,"1 - High","0 - None",2,1,2,0,1,0,0
906,29,38,"Female",10,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",12,1,"1 - High","1 - Present",4,5,2,0,1,1,1
907,29,38,"Female",11,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,1,"1 - High","0 - None",2,1,2,0,1,0,0
908,29,38,"Female",12,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",16,1,"0 - Low","0 - None",1,1,1,0,0,0,0
909,29,38,"Female",13,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",6,1,"1 - High","0 - None",2,1,2,0,1,0,0
910,29,38,"Female",14,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",7,2,"0 - Low","0 - None",1,1,2,0,0,0,0
911,29,38,"Female",15,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",1,1,"1 - High","1 - Present",4,5,4,0,1,1,1
912,29,38,"Female",16,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,1,"0 - Low","0 - None",1,1,1,0,0,0,0
913,29,38,"Female",17,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",3,1,"1 - High","1 - Present",4,5,3,0,1,1,1
914,29,38,"Female",18,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,2,"1 - High","0 - None",2,1,2,0,1,0,0
915,29,38,"Female",19,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",4,2,"1 - High","1 - Present",4,4,2,0,1,1,1
916,29,38,"Female",20,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",15,2,"0 - Low","1 - Present",3,5,4,0,0,1,0
917,29,38,"Female",21,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",1,2,"0 - Low","0 - None",1,1,1,0,0,0,0
918,29,38,"Female",22,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",8,1,"0 - Low","1 - Present",3,5,3,0,0,1,0
919,29,38,"Female",23,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",8,2,"1 - High","1 - Present",4,5,2,0,1,1,1
920,29,38,"Female",24,"4 - Somewhat Unexpected","4 - Certainly Not","0 - adventurous",6,2,"0 - Low","1 - Present",3,4,4,0,0,1,0
921,29,38,"Female",25,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",5,1,"1 - High","0 - None",2,1,1,0,1,0,0
922,29,38,"Female",26,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",13,2,"1 - High","1 - Present",4,5,3,0,1,1,1
923,29,38,"Female",27,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",16,2,"0 - Low","0 - None",1,1,1,0,0,0,0
924,29,38,"Female",28,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",12,2,"1 - High","0 - None",2,1,2,0,1,0,0
925,29,38,"Female",29,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",3,2,"1 - High","0 - None",2,1,2,0,1,0,0
926,29,38,"Female",30,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",5,2,"0 - Low","1 - Present",3,5,2,0,0,1,0
927,29,38,"Female",31,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",9,2,"0 - Low","1 - Present",3,5,4,0,0,1,0
928,29,38,"Female",32,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",2,2,"0 - Low","1 - Present",3,5,2,0,0,1,0
929,30,35,"Female",1,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",14,1,"0 - Low","1 - Present",3,4,2,0,0,1,0
930,30,35,"Female",2,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",3,1,"0 - Low","0 - None",1,2,2,0,0,0,0
931,30,35,"Female",3,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",10,1,"0 - Low","1 - Present",3,4,3,0,0,1,0
932,30,35,"Female",4,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",2,1,"1 - High","0 - None",2,1,1,0,1,0,0
933,30,35,"Female",5,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",4,1,"0 - Low","1 - Present",3,5,4,0,0,1,0
934,30,35,"Female",6,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",11,1,"0 - Low","0 - None",1,1,1,0,0,0,0
935,30,35,"Female",7,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",5,1,"1 - High","1 - Present",4,5,2,0,1,1,1
936,30,35,"Female",8,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",9,1,"0 - Low","0 - None",1,1,1,0,0,0,0
937,30,35,"Female",9,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",15,1,"1 - High","1 - Present",4,4,3,0,1,1,1
938,30,35,"Female",10,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",15,2,"1 - High","0 - None",2,1,2,0,1,0,0
939,30,35,"Female",11,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",12,1,"0 - Low","1 - Present",3,4,2,0,0,1,0
940,30,35,"Female",12,"1 - Completely Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",10,2,"1 - High","0 - None",2,1,2,0,1,0,0
941,30,35,"Female",13,"2 - Somewhat Expected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",5,2,"1 - High","0 - None",2,2,2,0,1,0,0
942,30,35,"Female",14,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",13,1,"1 - High","1 - Present",4,5,3,0,1,1,1
943,30,35,"Female",15,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",8,1,"0 - Low","0 - None",1,2,1,0,0,0,0
944,30,35,"Female",16,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",9,2,"1 - High","1 - Present",4,4,2,0,1,1,1
945,30,35,"Female",17,"3 - Indifferent / Can't Decide","2 - Yes, a bit inconvenient but manageable","0 - adventurous",8,2,"0 - Low","1 - Present",3,3,2,0,0,1,0
946,30,35,"Female",18,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",7,1,"1 - High","0 - None",2,1,1,0,1,0,0
947,30,35,"Female",19,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",2,2,"0 - Low","0 - None",1,2,1,0,0,0,0
948,30,35,"Female",20,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",16,1,"0 - Low","0 - None",1,2,1,0,0,0,0
949,30,35,"Female",21,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",6,1,"1 - High","1 - Present",4,5,4,0,1,1,1
950,30,35,"Female",22,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",4,2,"0 - Low","0 - None",1,2,1,0,0,0,0
951,30,35,"Female",23,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",6,2,"1 - High","0 - None",2,1,1,0,1,0,0
952,30,35,"Female",24,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",12,2,"0 - Low","0 - None",1,1,1,0,0,0,0
953,30,35,"Female",25,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",3,2,"1 - High","1 - Present",4,5,2,0,1,1,1
954,30,35,"Female",26,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",1,1,"1 - High","0 - None",2,1,1,0,1,0,0
955,30,35,"Female",27,"5 - Very Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",11,2,"0 - Low","1 - Present",3,5,2,0,0,1,0
956,30,35,"Female",28,"5 - Very Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",14,2,"1 - High","1 - Present",4,5,3,0,1,1,1
957,30,35,"Female",29,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",13,2,"1 - High","0 - None",2,1,1,0,1,0,0
958,30,35,"Female",30,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",7,2,"0 - Low","1 - Present",3,4,2,0,0,1,0
959,30,35,"Female",31,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",16,2,"1 - High","1 - Present",4,4,3,0,1,1,1
960,30,35,"Female",32,"4 - Somewhat Unexpected","2 - Yes, a bit inconvenient but manageable","0 - adventurous",1,2,"0 - Low","1 - Present",3,4,2,0,0,1,0
961,31,55,"Female",1,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",9,1,"0 - Low","1 - Present",3,4,3,0,0,1,0
962,31,55,"Female",2,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",16,1,"1 - High","1 - Present",4,1,1,0,1,1,1
963,31,55,"Female",3,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",11,1,"1 - High","0 - None",2,1,1,0,1,0,0
964,31,55,"Female",4,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",2,1,"0 - Low","0 - None",1,1,1,0,0,0,0
965,31,55,"Female",5,"2 - Somewhat Expected","1 - Absolutely Yes","0 - adventurous",8,1,"1 - High","1 - Present",4,2,1,0,1,1,1
966,31,55,"Female",6,"4 - Somewhat Unexpected","3 - Yes, but would not be feel nice","0 - adventurous",9,2,"0 - Low","1 - Present",3,4,3,0,0,1,0
967,31,55,"Female",7,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",11,2,"1 - High","0 - None",2,1,1,0,1,0,0
968,31,55,"Female",8,"4 - Somewhat Unexpected","1 - Absolutely Yes","0 - adventurous",13,1,"0 - Low","1 - Present",3,4,1,0,0,1,0
969,31,55,"Female",9,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",5,1,"1 - High","1 - Present",4,5,1,0,1,1,1
970,31,55,"Female",10,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",5,2,"1 - High","0 - None",2,1,1,0,1,0,0
971,31,55,"Female",11,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,1,"0 - Low","0 - None",1,1,1,0,0,0,0
972,31,55,"Female",12,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",2,2,"0 - Low","1 - Present",3,5,4,0,0,1,0
973,31,55,"Female",13,"5 - Very Unexpected","4 - Certainly Not","0 - adventurous",1,1,"1 - High","1 - Present",4,5,4,0,1,1,1
974,31,55,"Female",14,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",6,1,"0 - Low","0 - None",1,1,1,0,0,0,0
975,31,55,"Female",15,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",14,1,"0 - Low","1 - Present",3,5,1,0,0,1,0
976,31,55,"Female",16,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",16,2,"1 - High","1 - Present",4,1,1,0,1,1,1
977,31,55,"Female",17,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",4,2,"0 - Low","0 - None",1,1,1,0,0,0,0
978,31,55,"Female",18,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",3,1,"0 - Low","0 - None",1,1,1,0,0,0,0
979,31,55,"Female",19,"1 - Completely Expected","1 - Absolutely Yes","0 - adventurous",14,2,"1 - High","0 - None",2,1,1,0,1,0,0
980,31,55,"Female",20,"5 - Very Unexpected","1 - Absolutely Yes","0 - adventurous",12,1,"0 - Low","1 - Present",3,5,1,0,0,1,0
